ID,translation 1,translation 2,PoS,ar_hum,ar_txt,cy_hum,cy_txt,en_hum,en_txt,es_hum,es_txt,et_hum,et_txt,fi_hum,fi_txt,fr_hum,fr_txt,he_hum,he_txt,pl_hum,pl_txt,ru_hum,ru_txt,sw_hum,sw_txt,zh_hum,zh_txt
531,physician,doctor,nouns,4.7,0.5013514161109924,4.6,0.36129146814346313,4.692307692,0.792016863822937,5.3,0.5784462690353394,5,0.4341118335723877,5.1,0.5519613027572632,5.8,0.6732594966888428,5.2,0.4025645852088928,5.4,0.6692959070205688,2.8,0.8020932078361511,5.2,0.4133548438549042,4.818181818,0.5907848477363586
532,journey,trip,nouns,5.4,0.49455398321151733,3.1,0.4090340733528137,5.230769231,0.6223872303962708,3.6,0.42548033595085144,4.8,0.4796938896179199,4.5,0.6803588271141052,3.8,0.41036704182624817,4.2,0.5549353957176208,5.2,0.6707590222358704,4.3,0.5539397597312927,3.5,0.14178065955638885,4.090909091,0.6273065209388733
533,emotion,passion,nouns,4.5,0.32275864481925964,4,0.4624103307723999,2.615384615,0.4981690049171448,3.1,0.5985012054443359,3.8,0.345081627368927,2.9,0.417870432138443,3.8,0.5097355842590332,3.1,0.5473760366439819,2.3,0.46642735600471497,2.3,0.5020574927330017,2.8,0.21177157759666443,3.181818182,0.27453139424324036
534,doctor,temper,nouns,0.3,0.19160394370555878,0,0.13858458399772644,0,0.18383507430553436,0.3,0.07747355848550797,0.2,0.20500002801418304,0,0.2296450287103653,0,0.23102456331253052,0,0.03856277093291283,0,0.11845365911722183,0.3,0.12292835116386414,0,0.1568046510219574,0,0.3308906555175781
535,topology,structure,nouns,2.2,0.16073596477508545,1.5,0.29106444120407104,1.923076923,0.4008618891239166,1.5,0.4076758623123169,1.5,0.3659456670284271,2.5,0.3867926597595215,3.7,0.48843610286712646,2.6,0.3278653025627136,2.6,0.532853901386261,2.6,0.5538884997367859,3.5,0.26630470156669617,0,0.5005171298980713
536,patient,session,nouns,1.5,0.13403774797916412,0,0.20185118913650513,0.153846154,0.20839551091194153,0.7,0.1712721884250641,0.8,0.18717943131923676,0.2,0.24264994263648987,0.2,0.12814700603485107,1.1,0.20903585851192474,0,0.10180628299713135,0.3,0.1567288190126419,0,0.06250341981649399,0.363636364,0.3949149250984192
537,flag,pole,nouns,0.3,0.19809120893478394,0.7,0.26694318652153015,0.307692308,0.36247333884239197,0.3,0.1814165711402893,1.5,0.21313786506652832,0.7,0.3523932695388794,2,0.5649545192718506,1.5,0.3027959167957306,0.3,0.2354682832956314,0.7,0.42123690247535706,0.7,0.286843866109848,1.272727273,0.347414493560791
538,rhythm,cadence,nouns,3.5,0.34469708800315857,0.1,0.20988361537456512,2.846153846,0.5918790102005005,2.4,0.5628307461738586,1.6,0.28412091732025146,1.7,0.39335399866104126,5.8,0.6490219831466675,4.4,0.6287707090377808,1.1,0.1703629046678543,0.3,0.3057854473590851,0,0.12148992717266083,4,1.0000001192092896
539,suffrage,exit,nouns,0.4,0.23095230758190155,0.1,0.04011499881744385,0,0.09567102044820786,0.1,-0.004823397379368544,0.3,0.17546235024929047,0,0.1190837100148201,0.6,0.005944752600044012,0,0.2830132842063904,0.1,0.23166878521442413,0,0.1590089052915573,0,0.46540966629981995,0.363636364,0.1180325299501419
540,book,manuscript,nouns,2.3,0.4601382613182068,1.4,0.2820964753627777,2.923076923,0.5350366830825806,2.9,0.49732688069343567,2.8,0.2787524461746216,1.9,0.49614349007606506,4.4,0.5589662194252014,1.5,0.17451079189777374,2.7,0.30886372923851013,1.6,0.5502243638038635,1.8,0.207682266831398,1,0.33239439129829407
541,ignorance,intelligence,nouns,0.9,0.30589559674263,0.1,0.29908236861228943,0.076923077,0.31884434819221497,0.7,0.39830267429351807,0.6,0.45838502049446106,0.4,0.4344370663166046,2.2,0.5032007694244385,0.9,0.23377537727355957,0,0.4482714831829071,0.5,0.19527165591716766,0.4,0.34079673886299133,0,0.284725546836853
542,bacon,bean,nouns,0.8,0.22776676714420319,0.2,0.3453921675682068,0.076923077,0.4050354063510895,0.3,0.34741950035095215,0.5,0.1843385249376297,0.4,0.3829087018966675,1.3,0.28522050380706787,1,0.2658984065055847,0.4,0.3324279189109802,0.2,0.23587103188037872,0.2,0.2768900692462921,0,0.29012200236320496
543,college,class,nouns,2.8,0.053362201899290085,1.2,0.23020108044147491,0.615384615,0.3518379330635071,1.5,0.2552121877670288,1.3,0.22302359342575073,0.5,0.31352362036705017,2.9,0.3870390057563782,1.4,0.27961549162864685,0.6,0.0966092050075531,0.9,0.34115085005760193,2.6,0.19010011851787567,0.181818182,0.46707311272621155
544,polyester,cotton,nouns,2.5,0.5126290321350098,1.5,0.32210418581962585,0.846153846,0.6392753720283508,1.4,0.550915539264679,1,0.5981437563896179,1.4,0.6458904147148132,2.5,0.675435483455658,1.4,0.5966187715530396,0.6,0.6742608547210693,0.3,0.688200831413269,0.1,0.18496562540531158,1,0.0
545,flu,fever,nouns,4.1,0.1941409409046173,4.1,0.2890080213546753,1.923076923,0.5661746859550476,2.2,0.6420655846595764,2.4,0.41851094365119934,2.7,0.5828894376754761,3.2,0.5720375776290894,1.5,0.2942849099636078,1.4,0.5801740288734436,1.1,0.3897482454776764,4.5,0.4653114974498749,2.090909091,0.31299397349357605
546,arm,shoulder,nouns,3.6,0.465103417634964,1.9,0.33519530296325684,0.769230769,0.5816214084625244,1,0.5729663372039795,1.4,0.2799890637397766,1.7,0.620012104511261,2.9,0.5442100167274475,1.9,0.2457243651151657,3.5,0.3591656982898712,1.4,0.3642110228538513,2.1,0.28278231620788574,0.272727273,0.6047929525375366
547,dollar,people,nouns,0,0.2142689824104309,0,0.1494847685098648,0,0.1976393163204193,0.1,0.2247115671634674,0.1,0.15584918856620789,0,0.20972788333892822,0.1,0.15263700485229492,0.1,0.29175496101379395,0,0.18093805015087128,0,0.30150914192199707,0.7,0.2429441511631012,0,0.3938194215297699
548,wealth,prestige,nouns,0.9,0.3009592294692993,0.1,0.13451561331748962,1.615384615,0.48553046584129333,1,0.35507646203041077,1.4,0.2912285029888153,0.3,0.4120411276817322,2.7,0.4372880458831787,2.5,0.410329669713974,1.7,0.46209537982940674,0.2,0.2973097562789917,4.3,0.1722966879606247,0.636363636,0.48484307527542114
549,cow,cattle,nouns,3.1,0.46041762828826904,4.8,0.29089391231536865,4.230769231,0.6768123507499695,2.6,0.3082652688026428,1.5,0.395503968000412,3,0.5781797170639038,4.1,0.44318825006484985,3.9,0.3185969293117523,4.9,0.4952262341976166,2.5,0.46662813425064087,2.8,0.28628483414649963,3.545454545,0.40964725613594055
550,horse,mare,nouns,4.9,0.5187112092971802,4.6,0.24493081867694855,2.846153846,0.6752060055732727,2.7,0.5634161829948425,2.9,0.4222221374511719,3.6,0.6926829218864441,4.5,0.6505211591720581,3.3,0.37468189001083374,3.1,0.5510511994361877,4.4,0.6913052797317505,4,0.6623351573944092,3.545454545,0.4824252128601074
551,exit,doorway,nouns,2.3,0.411228746175766,2,0.2707238495349884,2.307692308,0.36610597372055054,1.6,0.30529090762138367,3.3,0.3219708502292633,3.5,0.4667973816394806,3.3,0.3867153823375702,1.4,0.5630483627319336,3.7,0.20007099211215973,2.9,0.5461443066596985,1.9,0.5061725378036499,3.636363636,0.20332854986190796
552,mutant,sociobiology,nouns,0.1,0.1537206768989563,0.2,0.4153085947036743,0,0.2704717814922333,0.4,0.2934049367904663,0.7,0.22900335490703583,0,0.30989938974380493,0.5,0.29514598846435547,0.8,0.20461434125900269,0.3,0.1957128793001175,0.5,0.3079826831817627,0,0.015155358240008354,0.454545455,0.0
553,hammer,teeth,nouns,0.3,0.24425041675567627,0,0.27331504225730896,0,0.2588731646537781,0.1,0.29087311029434204,0.2,0.21205396950244904,0,0.267172247171402,0,0.3278827667236328,0,0.1850811392068863,0,0.25052669644355774,0.1,0.26186472177505493,0,0.13837440311908722,0,0.1378871649503708
554,criminal,offender,nouns,4,0.33714741468429565,1.1,0.5803217887878418,4.076923077,0.5614584684371948,4.5,0.5763293504714966,4.7,0.4316129684448242,5.4,0.39958930015563965,5,0.6951612830162048,5.6,0.5638167262077332,5.2,0.6435743570327759,4.8,0.6761853694915771,5.1,0.4044760763645172,4.818181818,0.7115673422813416
555,tradition,handicraft,nouns,0.5,0.11912631243467331,0.1,0.21215756237506866,0.307692308,0.32756364345550537,1.5,0.39825963973999023,1.4,0.28072279691696167,0.4,0.45299193263053894,3.2,0.4101736843585968,1.1,0.30359265208244324,0,0.2600153088569641,0.7,0.2785714864730835,0,0.15323670208454132,2.181818182,0.3948795199394226
556,parent,adult,nouns,2.3,0.215923011302948,1.8,0.3425084948539734,1.307692308,0.46530255675315857,1.1,0.3721599876880646,3.3,0.3182743787765503,3.2,0.6163115501403809,3.8,0.500209391117096,1.9,0.34970685839653015,2.3,0.6269338130950928,1.7,0.6307606101036072,2.7,0.08956564217805862,3.181818182,0.45846661925315857
557,intelligence,skill,nouns,2.7,0.5431368350982666,1.8,0.17964503169059753,1.846153846,0.37665894627571106,2.3,0.5198771953582764,1.7,0.40372374653816223,1.8,0.48119544982910156,3.7,0.5304526090621948,1.5,0.4212687909603119,2.1,0.4870845675468445,0.5,0.2714889943599701,2.4,0.13479876518249512,2.454545455,0.2882239520549774
558,word,clue,nouns,0.9,0.22598037123680115,0.4,0.1950470507144928,0,0.421318382024765,0.2,0.24418382346630096,0.7,0.24454526603221893,0.2,0.4165455400943756,1.6,0.3288761079311371,0.7,0.19354009628295898,0.9,0.2659171223640442,0.1,0.24446681141853333,0.4,0.12513981759548187,0.181818182,0.12748099863529205
559,winner,goal,nouns,2.3,0.24693706631660461,0.1,0.009135203436017036,0.307692308,0.25983309745788574,0.7,0.20912903547286987,0.8,0.1549690216779709,0.9,0.2809918522834778,1.3,0.26670125126838684,1,0.09073030203580856,0.2,0.28572961688041687,0.3,0.20844495296478271,0.1,0.15083903074264526,0,0.3916708528995514
560,religion,secularist,nouns,2.1,0.377702534198761,1.2,0.3650990426540375,0.307692308,0.5561745762825012,0.2,0.37388038635253906,1.8,0.3116307854652405,0.5,0.4672544002532959,1.9,0.47027578949928284,1.2,0.2569132149219513,0,0.37175214290618896,0.4,0.21395370364189148,1.7,0.32033443450927734,0,0.0
561,basilica,mosaic,nouns,1.6,0.2790655791759491,0.7,0.33778318762779236,0.384615385,0.44779372215270996,0.4,0.24470318853855133,0.7,0.30678465962409973,0.5,0.43724051117897034,0.8,0.4292432367801666,2.1,0.30935150384902954,0.4,0.3829129636287689,0.3,0.3158873915672302,0.1,0.2567678689956665,0,0.3531763553619385
562,trick,size,nouns,0,0.1540299504995346,0,0.10628117620944977,0,0.06949585676193237,0,0.26333433389663696,0.1,0.07018826901912689,0,0.16396281123161316,0,0.2714495360851288,0,0.08766066282987595,0,0.14355093240737915,0.1,0.13738684356212616,0,0.08922851085662842,0,0.0711844339966774
563,diplomacy,negotiation,nouns,2.9,0.36540788412094116,2.4,0.3149626851081848,2.615384615,0.5238029956817627,2.5,0.38914579153060913,3.3,0.3211542069911957,2.3,0.44780105352401733,3.8,0.46929875016212463,1.8,0.15500850975513458,2.5,0.40026336908340454,1.9,0.33123138546943665,1.5,0.27493301033973694,1.818181818,0.42788293957710266
564,squall,wind,nouns,4,0.32683295011520386,2.6,0.10610868036746979,2.230769231,0.5044136643409729,1.4,0.40962332487106323,2.8,0.552827775478363,4.3,0.6683370471000671,4.2,0.546942949295044,2.5,0.28900596499443054,3.2,0.4648849070072174,4.1,0.47811082005500793,4.3,0.5669040083885193,2.818181818,0.3053629398345947
565,classroom,hallway,nouns,2.1,0.2407795786857605,0.3,0.25538283586502075,0.076923077,0.5435000061988831,0.3,0.16185222566127777,0.9,0.4399692118167877,1.1,0.46197929978370667,1.2,0.29311302304267883,0.8,0.10264254361391068,0.4,0.0372750386595726,0.8,0.3244413435459137,0,0.24537712335586548,0.272727273,0.45634138584136963
566,area,zone,nouns,3.1,0.4039026200771332,5.3,0.21827305853366852,5,0.492665559053421,5.3,0.6783384084701538,4.6,0.29071933031082153,4.5,0.5810555815696716,3.7,0.520419180393219,4.9,0.4776449203491211,5.4,0.4135762155056,3.6,0.4332297146320343,4.9,0.3393918573856354,4.636363636,0.4945394992828369
567,alley,bowl,nouns,0,0.1285916268825531,0,0.15853877365589142,0.076923077,0.2907785475254059,0,0.18531939387321472,0,0.25475025177001953,0,0.19089087843894958,0,0.1264984905719757,0,0.17083783447742462,0,0.07098828256130219,0,0.24078185856342316,0.1,0.09406114369630814,0,0.26514700055122375
568,tin,aluminium,nouns,4.1,0.5097789764404297,2.1,0.25584539771080017,1.692307692,0.5174249410629272,1.1,0.5366115570068359,1.4,0.3577653467655182,0.7,0.3888722360134125,2.6,0.5162075161933899,1.9,0.2944537103176117,2.7,0.4381255507469177,0,0.13173708319664001,2.3,0.20588573813438416,0.727272727,0.4383934438228607
569,alien,outlander,nouns,4,0.39991310238838196,3.5,0.10515467077493668,2.153846154,0.3563983142375946,1.4,0.24119868874549866,2.2,0.3455424904823303,4.2,0.3502759635448456,3.4,0.275556355714798,2.3,0.23333421349525452,4.8,0.4617350101470947,3.1,0.568196713924408,0.1,0.060606297105550766,3.727272727,0.44636788964271545
570,scholarship,tuition,nouns,3,0.16500034928321838,0.9,0.24938388168811798,0.692307692,0.560319185256958,1.2,0.402746319770813,1.4,0.34853869676589966,0.5,0.43724626302719116,2.3,0.579609215259552,1.3,0.2521522343158722,3.2,0.4153115749359131,0.8,0.31935203075408936,1.9,0.2469286471605301,0.727272727,0.6004799008369446
571,agriculture,monoculture,nouns,3.8,0.4930012822151184,0.4,0.26883596181869507,1.076923077,0.438014954328537,1.2,0.3989499509334564,1.7,0.42604848742485046,0.4,0.3271644413471222,3.6,0.4499001204967499,1.1,0.25198647379875183,1.7,0.4510880708694458,0.5,0.1220480278134346,2.9,0.4142407476902008,1.181818182,0.0
572,flower,endurance,nouns,0,0.21518756449222565,0.2,0.15353313088417053,0,0.09333115816116333,0.1,0.1768803894519806,0.3,0.15987858176231384,0,0.1890091598033905,0.4,0.2116928994655609,0,0.013418829999864101,0,0.1269625425338745,0,0.07667813450098038,0,-0.08454076945781708,0.454545455,0.16289499402046204
573,finger,palm,nouns,3,0.24309295415878296,0,0.09311023354530334,0.692307692,0.4903680086135864,0.7,0.3705773949623108,0.8,0.3671684265136719,0,0.2471933662891388,2.2,0.4376894235610962,1.7,0.2542654573917389,1.4,0.548725962638855,1,0.5810534358024597,1.2,0.41541603207588196,1.818181818,0.6406853199005127
574,wisdom,intelligence,nouns,4.3,0.3829735815525055,3.4,0.24203680455684662,3.846153846,0.46120670437812805,3.8,0.4684271216392517,4.7,0.28117671608924866,3.8,0.5464420318603516,4.2,0.5656388401985168,5.2,0.5473361015319824,4.5,0.5286014080047607,3.6,0.32579925656318665,3.8,0.3310016989707947,3.909090909,0.4402949810028076
575,tobacco,cigarette,nouns,4.1,0.37694206833839417,2.9,0.3656570315361023,2.153846154,0.6981452703475952,3.6,0.6571007370948792,2.9,0.4149000346660614,5.3,0.6837388277053833,4.5,0.6813390254974365,1.7,0.43168407678604126,2.8,0.5353165864944458,1.8,0.48447006940841675,4.4,0.4124148488044739,4.818181818,0.6265864968299866
576,cottage,cabin,nouns,2,0.08087240159511566,3.3,0.3433355987071991,3.384615385,0.5686497688293457,1.5,0.3835768401622772,3.4,0.45576605200767517,3.4,0.6108510494232178,3.3,0.4074975550174713,3.9,0.15595579147338867,5,0.34579670429229736,4.6,0.7082295417785645,3.8,0.06619339436292648,2.727272727,0.0
577,eagle,falcon,nouns,3.8,0.40485674142837524,2.4,0.3165460228919983,2.384615385,0.6774336695671082,2.4,0.7070623636245728,1.8,0.3629717528820038,2.7,0.5163223743438721,3.9,0.6704983115196228,2.8,0.21197262406349182,1.8,0.5681535005569458,1.2,0.6373534798622131,0.4,0.037927743047475815,3.181818182,0.49286365509033203
578,composer,writer,nouns,4.8,0.3925492763519287,3.2,0.4284021258354187,3.076923077,0.5931870341300964,2.4,0.6027880907058716,1.3,0.5662659406661987,1.4,0.6309986114501953,3.8,0.5876306295394897,2,0.41228556632995605,0.8,0.6807621717453003,0.7,0.6579239368438721,4.6,0.3446532189846039,2.545454545,0.4994302988052368
579,disease,infection,nouns,3.3,0.5365236401557922,5.4,0.2915132939815521,3.230769231,0.6082683801651001,2,0.3612211048603058,2.9,0.405579149723053,3.5,0.5897051095962524,4.5,0.5924634337425232,2.4,0.3649555742740631,2.9,0.48326432704925537,3.1,0.6202455759048462,3.9,0.4006738066673279,2.909090909,0.40314215421676636
580,speed,post,nouns,1.4,0.18986229598522186,0,0.09547945857048035,0,0.05569760873913765,0.4,0.0847398117184639,0.3,0.052483245730400085,0,0.11558280885219574,0,0.16299009323120117,0.6,0.15456397831439972,0,0.12630322575569153,0,0.018427273258566856,0,0.12374213337898254,0,0.19044744968414307
581,copilot,cockpit,nouns,2.7,0.4625186324119568,0,0.1819669008255005,0.230769231,0.6595114469528198,0.7,0.47322332859039307,1.1,0.34392502903938293,0.5,0.3209317624568939,1.8,0.4849521517753601,1.4,0.5770006775856018,0.2,0.29266873002052307,0.4,0.4328494668006897,0.6,0.5608577132225037,0.636363636,0.5018653869628906
582,uncle,aunt,nouns,3.9,0.36274755001068115,1.9,0.3107094168663025,1.692307692,0.8254106044769287,3.2,0.7073400616645813,1.4,0.5014920234680176,1.4,0.7163546681404114,3.9,0.6119441390037537,3.2,0.33542895317077637,1,0.5732195377349854,1,0.6816266775131226,0.3,0.3312057554721832,0.636363636,0.6308683156967163
583,foot,base,nouns,1.4,0.2604439854621887,1.2,0.05307585746049881,2.384615385,0.3102674186229706,2.2,0.17558865249156952,0.5,0.10912605375051498,0.2,0.3289211094379425,3.1,0.30427294969558716,1.1,0.10362134873867035,0.6,0.2867751121520996,0,0.2288501113653183,0,0.003938446752727032,3.272727273,0.2999913692474365
584,college,profession,nouns,1.9,0.38207221031188965,0.3,0.327507883310318,0.384615385,0.35951679944992065,1,0.15906336903572083,0.7,-0.011541766114532948,0.4,0.40119901299476624,1.2,0.19793465733528137,1.2,0.23326392471790314,0,0.2241821140050888,0.7,0.28091201186180115,0.7,0.12626999616622925,0.090909091,0.6051960587501526
585,bone,elbow,nouns,2.5,0.14281998574733734,1.4,0.308186411857605,1,0.41182321310043335,0.9,0.3395189940929413,1.4,0.3397168219089508,1.1,0.34308966994285583,2.3,0.16500237584114075,1.8,0.27007588744163513,1.1,0.2806554436683655,1,0.31724831461906433,0.4,0.33293139934539795,0.272727273,0.18832723796367645
586,joystick,radar,nouns,1,0.2016289383172989,0.1,0.16858959197998047,0.230769231,0.28621020913124084,0.4,-0.13020110130310059,0.4,0.2309233397245407,0.4,0.35142597556114197,0.2,0.20984789729118347,0.2,0.1746220588684082,0,0.2758425176143646,0.5,0.3548557162284851,0.6,0.17699478566646576,0.090909091,0.3822127878665924
587,arm,vein,nouns,1.7,0.309634804725647,0.4,0.13041932880878448,0.076923077,0.2856665551662445,0.5,0.21751324832439423,0.8,0.26174476742744446,0.5,0.3921069800853729,1.5,0.21575048565864563,1.1,0.10058196634054184,0.1,0.1344471573829651,0.8,0.3824455440044403,0.5,0.14193204045295715,0.090909091,0.3020254075527191
588,bottom,top,nouns,2.1,0.6315686106681824,0.3,0.390272855758667,0.307692308,0.7040231823921204,0.2,0.04710235819220543,0.9,0.29406502842903137,0.4,0.4247196912765503,2.5,0.7862823605537415,1,0.2050187736749649,0,0.7320632934570312,0.3,0.7783300876617432,0.2,0.4688328504562378,0.090909091,0.7043836116790771
589,penny,bargain,nouns,1.2,0.12235377728939056,0.9,0.29510563611984253,0.230769231,0.43763408064842224,0.3,0.2401949167251587,0.1,0.19016903638839722,0.2,0.22490574419498444,0.3,0.17871592938899994,0.5,0.30471283197402954,0.1,0.10070313513278961,0.2,0.1306271255016327,0,-0.016140218824148178,0.090909091,0.21255391836166382
590,navy,island,nouns,0.8,0.239222452044487,0.2,0.26852306723594666,0,0.3054938316345215,0.4,0.14346309006214142,0.4,0.25950923562049866,0.1,0.378919392824173,1.3,0.2868054509162903,0.4,0.08556587994098663,0.1,0.36065852642059326,0.7,0.445774108171463,0,0.25315096974372864,0.090909091,0.39516815543174744
591,tool,job,nouns,1.3,0.3965815305709839,0,0.13954493403434753,0.153846154,0.3468206822872162,0.8,0.2567081153392792,1.3,0.29800060391426086,0.6,0.4031274616718292,0.8,0.30331823229789734,0.8,0.3897736668586731,0.7,0.17191612720489502,0.8,0.22694480419158936,1.4,0.36621102690696716,0.363636364,0.3196254074573517
592,appointment,engagement,nouns,3.1,0.2807310223579407,0.1,0.08457424491643906,3.384615385,0.22163984179496765,4,0.17612411081790924,0.7,0.3830399215221405,0.4,0.2942066192626953,3.4,0.35996589064598083,0.8,0.35553786158561707,1,0.289601594209671,1.2,0.29112952947616577,0.5,0.1799410730600357,2.181818182,0.48460131883621216
593,north,west,nouns,3.2,0.8955358862876892,1.1,0.7686080932617188,1,0.913429319858551,0.5,0.542011559009552,1,0.35018956661224365,1.1,0.4549955427646637,2.5,0.8350432515144348,1.9,0.7424175143241882,0.8,0.840830385684967,0.3,0.8178641200065613,0.3,0.5566985607147217,0.181818182,0.517859935760498
594,student,professor,nouns,3.1,0.39775151014328003,0.9,0.307367205619812,0.230769231,0.6145400404930115,0.6,0.590316116809845,1.1,0.41937533020973206,0.9,0.5081226229667664,2.7,0.6077010035514832,1.2,0.4477725028991699,0.5,0.556546688079834,0.7,0.6097118258476257,0.6,0.16219951212406158,0.272727273,0.3732025921344757
595,sinner,saint,nouns,1,0.22100315988063812,0.7,0.15386563539505005,0.153846154,0.6354835033416748,0,0.17058785259723663,0.8,0.47601786255836487,0.4,0.34381774067878723,1.7,0.44968101382255554,0.9,0.3156479001045227,0,0.49542003870010376,0.3,0.4779950976371765,0.1,0.12994882464408875,0.090909091,0.44443386793136597
596,ball,basket,nouns,2.7,0.2799941301345825,0.1,0.215004563331604,0,0.3998045027256012,0.3,0.23176901042461395,0.8,0.4263889193534851,0.3,0.4593254327774048,1.3,0.22694556415081024,1,0.14171043038368225,0.6,0.38657888770103455,0.8,0.22643695771694183,0.3,0.49576374888420105,0.090909091,0.26981502771377563
597,mood,emotion,nouns,2.6,0.2738412022590637,2.4,0.19300319254398346,3.307692308,0.5071259140968323,3.3,-0.016458313912153244,3.8,0.3843480050563812,1.2,0.3509875237941742,3.8,0.47828859090805054,3.2,0.19172856211662292,4,0.3229408264160156,2.3,0.37146878242492676,1.4,0.24123446643352509,3.181818182,0.44260352849960327
598,stomach,bedroom,nouns,0.2,0.2185375839471817,0,0.15779000520706177,0,0.20771490037441254,0.2,0.16088281571865082,0.2,0.15479391813278198,0,0.2310631424188614,0.1,0.18736127018928528,0.1,0.2963801324367523,0,0.11065328121185303,0,0.12449553608894348,0,0.21437601745128632,0,0.24157783389091492
599,breakfast,bacon,nouns,1.7,0.1977740377187729,0.7,0.32266926765441895,0.615384615,0.47860896587371826,0.3,0.2489558458328247,0.8,0.3491329848766327,1.1,0.41546544432640076,1.6,0.2454289197921753,1.4,0.22548948228359222,1.1,0.3777366280555725,0.8,0.4478209316730499,0.8,0.42327332496643066,0.454545455,0.3540281057357788
600,civilization,lifestyle,nouns,3.1,0.253262460231781,3.5,0.31396207213401794,0.615384615,0.3062475025653839,1.1,0.06418662518262863,1.1,0.3077400028705597,0.8,0.38348785042762756,2.8,0.20227877795696259,0.9,0.22418983280658722,0.7,0.21561472117900848,0.8,0.15302056074142456,1.6,0.24910758435726166,1.727272727,0.0
601,dog,cat,nouns,3.2,0.27766844630241394,1.1,0.17411132156848907,0.615384615,0.7091261744499207,0.7,0.8247277736663818,1.4,0.5839947462081909,1.4,0.7568864226341248,2.5,0.7275323271751404,1.5,0.5980173349380493,0.1,0.789930522441864,0.4,0.835886538028717,0.4,0.38116270303726196,0.454545455,0.5783283114433289
602,belief,concept,nouns,2,0.1749097853899002,3.3,0.18601258099079132,1.538461538,0.43164941668510437,2.1,0.2711886167526245,1.9,0.30248895287513733,1.1,0.2866288423538208,2.9,0.311210960149765,4,0.4544490575790405,1.6,0.5165268182754517,1.3,0.4291874170303345,0.9,0.2017403393983841,1.272727273,0.3579997718334198
603,pact,agreement,nouns,4.5,0.542621374130249,5.3,0.291095107793808,5,0.6342825889587402,5.3,0.3680253028869629,4.8,0.45267924666404724,4.8,0.35044077038764954,5.6,0.477867990732193,5.2,0.6624771356582642,4.8,0.500565230846405,4.5,0.5418427586555481,5.3,0.3742714822292328,4.636363636,0.5398859977722168
604,rain,mist,nouns,2.3,0.40096938610076904,1.8,0.35936152935028076,1.769230769,0.4689669609069824,0.8,0.48504069447517395,2.6,0.47895413637161255,1.8,0.4928974211215973,3.3,0.5026229619979858,1.8,0.42184266448020935,1,0.2855285704135895,2.2,0.5156587958335876,0.2,0.21252129971981049,0.818181818,0.2612135708332062
605,novel,writer,nouns,2.7,0.17546863853931427,1.3,0.41454648971557617,0.307692308,0.4597685635089874,1.3,0.5020500421524048,1.3,0.3414366543292999,0.7,0.5377792716026306,2.2,0.5613150000572205,1.5,0.29770326614379883,0.6,0.42163172364234924,1,0.49752143025398254,0.4,0.19307541847229004,0.090909091,0.5000292062759399
606,cellphone,telephone,nouns,4.4,0.38151469826698303,4.4,0.47760453820228577,3.538461538,0.5677576661109924,5.1,0.3341675102710724,4.1,0.720862090587616,4.6,0.7494749426841736,5.7,0.715951681137085,4.3,0.517775297164917,5.4,0.3790886700153351,2.7,0.38119643926620483,4.3,0.4587947428226471,4.545454545,0.5751046538352966
607,army,squad,nouns,2.6,0.435280442237854,3.5,0.2313191443681717,1.923076923,0.47358348965644836,1,0.1512940675020218,1.2,0.3867458701133728,0.7,0.4411623775959015,2.6,0.335894912481308,1.9,0.32371681928634644,3,0.2723475396633148,1.7,0.41802892088890076,2.2,0.28230947256088257,0.636363636,0.17102666199207306
608,deputy,officer,nouns,2.6,0.5157322287559509,0.9,0.19348233938217163,1.692307692,0.6278163194656372,1.5,0.14048942923545837,0.6,0.2549811601638794,0.6,0.37714865803718567,2.3,0.5293818712234497,2.3,0.5292753577232361,1.5,0.3229382336139679,2.1,0.7629345655441284,0.6,0.2641519606113434,1.363636364,0.2621457278728485
609,tree,leaf,nouns,2.8,0.3410029709339142,1.4,0.36518311500549316,0.615384615,0.5150853991508484,1.3,0.3213602602481842,1.2,0.2306111603975296,1.4,0.4117606580257416,2.4,0.40158429741859436,1.6,0.15525616705417633,0.7,0.47292548418045044,1,0.33304154872894287,0.8,0.2909652888774872,0.272727273,0.48480722308158875
610,volleyball,ball,nouns,4.1,0.26152336597442627,2.4,0.4083636403083801,1.692307692,0.40125665068626404,1.2,0.35603830218315125,2.3,0.42597049474716187,2.9,0.46114209294319153,2,0.3289291262626648,2.2,0.41251009702682495,1.5,0.5546405911445618,1.1,0.443989634513855,3,0.5374438166618347,3.636363636,0.44660767912864685
611,car,bicycle,nouns,3.2,0.4396621584892273,1.1,0.3026745319366455,0.692307692,0.5704793334007263,0.6,0.4783781170845032,1.1,0.46463754773139954,1.1,0.6153917908668518,2.2,0.5325848460197449,1.8,0.37428364157676697,0.4,0.6474636197090149,0.7,0.6236315369606018,0.9,0.4265064001083374,0.454545455,0.5641050934791565
612,sequel,camera,nouns,0.3,0.14352692663669586,0,0.0841427743434906,0,0.21810942888259888,0.2,0.05473926290869713,0.1,-0.04166773706674576,0,0.2001522332429886,0.3,0.18241623044013977,0,0.10513044893741608,0,0.24355316162109375,0,0.13131371140480042,0,0.09596553444862366,0.090909091,0.3324796259403229
